instruction,original,opcode,mnemonic,operand_count,has_vector_reg,has_memory,has_immediate,has_masking,register_width,memory_width,prefix_type
VCVTDQ2PD xmm1 {k1}{z},EVEX.128.F3.0F.W0 E6 /rVCVTDQ2PD xmm1 {k1}{z},EVEX.128.F3.0F.W0 E6 /r,VCVTDQ2PD,2,1,1,0,1,0,0,EVEX
EVEX.128.F3.0F.W0 xmm1,EVEX.128.F3.0F.W0 xmm1,,EVEX.128.F3.0F.W0,1,1,1,0,0,0,0,NONE
EVEX.128.F3.0F.W0 xmm2,EVEX.128.F3.0F.W0 xmm2/m128,,EVEX.128.F3.0F.W0,1,1,1,0,0,0,0,NONE
EVEX.128.F3.0F.W0 m128,EVEX.128.F3.0F.W0 xmm2/m128,,EVEX.128.F3.0F.W0,1,0,1,0,0,0,128,NONE
EVEX.128.F3.0F.W0 xmm2/m32bcst,EVEX.128.F3.0F.W0 xmm2/m128/m32bcst,,EVEX.128.F3.0F.W0,1,1,1,0,0,0,32,NONE
EVEX.128.F3.0F.W0 m128/m32bcst,EVEX.128.F3.0F.W0 xmm2/m128/m32bcst,,EVEX.128.F3.0F.W0,1,0,1,0,0,0,128,NONE
EVEX.128.F3.0F.W0 xmm2/m32bcst,EVEX.128.F3.0F.W0 xmm2/m64/m32bcst,,EVEX.128.F3.0F.W0,1,1,1,0,0,0,32,NONE
EVEX.128.F3.0F.W0 m64/m32bcst,EVEX.128.F3.0F.W0 xmm2/m64/m32bcst,,EVEX.128.F3.0F.W0,1,0,1,0,0,0,64,NONE
EVEX.128.F3.0F.W0 xmm2/mm128,EVEX.128.F3.0F.W0 xmm2/mm128,,EVEX.128.F3.0F.W0,1,1,1,0,0,0,128,NONE
VMOVDQU64 xmm1 {k1}{z},EVEX.128.F3.0F.W1 6F /rVMOVDQU64 xmm1 {k1}{z},EVEX.128.F3.0F.W1 6F /r,VMOVDQU64,2,1,1,0,1,0,0,EVEX
VCVTUQQ2PD xmm1 {k1}{z},EVEX.128.F3.0F.W1 7A /rVCVTUQQ2PD xmm1 {k1}{z},EVEX.128.F3.0F.W1 7A /r,VCVTUQQ2PD,2,1,1,0,1,0,0,EVEX
VMOVQ xmm1,EVEX.128.F3.0F.W1 7E /rVMOVQ xmm1,EVEX.128.F3.0F.W1 7E /r,VMOVQ,1,1,1,0,0,0,0,EVEX
VMOVDQU64 xmm2 {k1}{z},EVEX.128.F3.0F.W1 7F /rVMOVDQU64 xmm2/m128 {k1}{z},EVEX.128.F3.0F.W1 7F /r,VMOVDQU64,2,1,1,0,1,0,0,EVEX
VMOVDQU64 m128 {k1}{z},EVEX.128.F3.0F.W1 7F /rVMOVDQU64 xmm2/m128 {k1}{z},EVEX.128.F3.0F.W1 7F /r,VMOVDQU64,2,0,1,0,1,0,128,EVEX
VCVTQQ2PD xmm1 {k1}{z},EVEX.128.F3.0F.W1 E6 /rVCVTQQ2PD xmm1 {k1}{z},EVEX.128.F3.0F.W1 E6 /r,VCVTQQ2PD,2,1,1,0,1,0,0,EVEX
EVEX.128.F3.0F.W1 xmm1,EVEX.128.F3.0F.W1 xmm1,,EVEX.128.F3.0F.W1,1,1,1,0,0,0,0,NONE
EVEX.128.F3.0F.W1 xmm2,EVEX.128.F3.0F.W1 xmm2/m128,,EVEX.128.F3.0F.W1,1,1,1,0,0,0,0,NONE
EVEX.128.F3.0F.W1 m128,EVEX.128.F3.0F.W1 xmm2/m128,,EVEX.128.F3.0F.W1,1,0,1,0,0,0,128,NONE
EVEX.128.F3.0F.W1 xmm2/m64bcst,EVEX.128.F3.0F.W1 xmm2/m128/m64bcst,,EVEX.128.F3.0F.W1,1,1,1,0,0,0,64,NONE
EVEX.128.F3.0F.W1 m128/m64bcst,EVEX.128.F3.0F.W1 xmm2/m128/m64bcst,,EVEX.128.F3.0F.W1,1,0,1,0,0,0,128,NONE
EVEX.128.F3.0F.W1 xmm2,EVEX.128.F3.0F.W1 xmm2/m64,,EVEX.128.F3.0F.W1,1,1,1,0,0,0,0,NONE
EVEX.128.F3.0F.W1 m64,EVEX.128.F3.0F.W1 xmm2/m64,,EVEX.128.F3.0F.W1,1,0,1,0,0,0,64,NONE
EVEX.128.F3.0F.WIG 70 /r ibVPSHUFHW xmm1 {k1}{z},EVEX.128.F3.0F.WIG 70 /r ibVPSHUFHW xmm1 {k1}{z},,EVEX.128.F3.0F.WIG,5,1,1,0,1,0,0,NONE
EVEX.128.F3.0F.WIG imm8,EVEX.128.F3.0F.WIG imm8,,EVEX.128.F3.0F.WIG,1,0,1,1,0,8,8,NONE
EVEX.128.F3.0F.WIG xmm2,EVEX.128.F3.0F.WIG xmm2/m128,,EVEX.128.F3.0F.WIG,1,1,1,0,0,0,0,NONE
EVEX.128.F3.0F.WIG m128,EVEX.128.F3.0F.WIG xmm2/m128,,EVEX.128.F3.0F.WIG,1,0,1,0,0,0,128,NONE
VPMOVUSWB xmm1 {k1}{z},EVEX.128.F3.0F38.W0 10 /rVPMOVUSWB xmm1/m64 {k1}{z},EVEX.128.F3.0F38.W0 10 /r,VPMOVUSWB,2,1,1,0,1,0,0,EVEX
VPMOVUSWB m64 {k1}{z},EVEX.128.F3.0F38.W0 10 /rVPMOVUSWB xmm1/m64 {k1}{z},EVEX.128.F3.0F38.W0 10 /r,VPMOVUSWB,2,0,1,0,1,0,64,EVEX
VPMOVUSDB xmm1 {k1}{z},EVEX.128.F3.0F38.W0 11 /rVPMOVUSDB xmm1/m32 {k1}{z},EVEX.128.F3.0F38.W0 11 /r,VPMOVUSDB,2,1,1,0,1,0,0,EVEX
VPMOVUSDB m32 {k1}{z},EVEX.128.F3.0F38.W0 11 /rVPMOVUSDB xmm1/m32 {k1}{z},EVEX.128.F3.0F38.W0 11 /r,VPMOVUSDB,2,0,1,0,1,0,32,EVEX
VPMOVUSQB xmm1 {k1}{z},EVEX.128.F3.0F38.W0 12 /rVPMOVUSQB xmm1/m16 {k1}{z},EVEX.128.F3.0F38.W0 12 /r,VPMOVUSQB,2,1,1,0,1,0,0,EVEX
VPMOVUSQB m16 {k1}{z},EVEX.128.F3.0F38.W0 12 /rVPMOVUSQB xmm1/m16 {k1}{z},EVEX.128.F3.0F38.W0 12 /r,VPMOVUSQB,2,0,1,0,1,16,16,EVEX
VPMOVUSDW xmm1 {k1}{z},EVEX.128.F3.0F38.W0 13 /rVPMOVUSDW xmm1/m64 {k1}{z},EVEX.128.F3.0F38.W0 13 /r,VPMOVUSDW,2,1,1,0,1,0,0,EVEX
VPMOVUSDW m64 {k1}{z},EVEX.128.F3.0F38.W0 13 /rVPMOVUSDW xmm1/m64 {k1}{z},EVEX.128.F3.0F38.W0 13 /r,VPMOVUSDW,2,0,1,0,1,0,64,EVEX
VPMOVUSQW xmm1 {k1}{z},EVEX.128.F3.0F38.W0 14 /rVPMOVUSQW xmm1/m32 {k1}{z},EVEX.128.F3.0F38.W0 14 /r,VPMOVUSQW,2,1,1,0,1,0,0,EVEX
VPMOVUSQW m32 {k1}{z},EVEX.128.F3.0F38.W0 14 /rVPMOVUSQW xmm1/m32 {k1}{z},EVEX.128.F3.0F38.W0 14 /r,VPMOVUSQW,2,0,1,0,1,0,32,EVEX
VPMOVUSQD xmm1 {k1}{z},EVEX.128.F3.0F38.W0 15 /rVPMOVUSQD xmm1/m64 {k1}{z},EVEX.128.F3.0F38.W0 15 /r,VPMOVUSQD,2,1,1,0,1,0,0,EVEX
VPMOVUSQD m64 {k1}{z},EVEX.128.F3.0F38.W0 15 /rVPMOVUSQD xmm1/m64 {k1}{z},EVEX.128.F3.0F38.W0 15 /r,VPMOVUSQD,2,0,1,0,1,0,64,EVEX
VPMOVSWB xmm1 {k1}{z},EVEX.128.F3.0F38.W0 20 /rVPMOVSWB xmm1/m64 {k1}{z},EVEX.128.F3.0F38.W0 20 /r,VPMOVSWB,2,1,1,0,1,0,0,EVEX
VPMOVSWB m64 {k1}{z},EVEX.128.F3.0F38.W0 20 /rVPMOVSWB xmm1/m64 {k1}{z},EVEX.128.F3.0F38.W0 20 /r,VPMOVSWB,2,0,1,0,1,0,64,EVEX
VPMOVSDB xmm1 {k1}{z},EVEX.128.F3.0F38.W0 21 /rVPMOVSDB xmm1/m32 {k1}{z},EVEX.128.F3.0F38.W0 21 /r,VPMOVSDB,2,1,1,0,1,0,0,EVEX
VPMOVSDB m32 {k1}{z},EVEX.128.F3.0F38.W0 21 /rVPMOVSDB xmm1/m32 {k1}{z},EVEX.128.F3.0F38.W0 21 /r,VPMOVSDB,2,0,1,0,1,0,32,EVEX
VPMOVSQB xmm1 {k1}{z},EVEX.128.F3.0F38.W0 22 /rVPMOVSQB xmm1/m16 {k1}{z},EVEX.128.F3.0F38.W0 22 /r,VPMOVSQB,2,1,1,0,1,0,0,EVEX
VPMOVSQB m16 {k1}{z},EVEX.128.F3.0F38.W0 22 /rVPMOVSQB xmm1/m16 {k1}{z},EVEX.128.F3.0F38.W0 22 /r,VPMOVSQB,2,0,1,0,1,16,16,EVEX
VPMOVSDW xmm1 {k1}{z},EVEX.128.F3.0F38.W0 23 /rVPMOVSDW xmm1/m64 {k1}{z},EVEX.128.F3.0F38.W0 23 /r,VPMOVSDW,2,1,1,0,1,0,0,EVEX
VPMOVSDW m64 {k1}{z},EVEX.128.F3.0F38.W0 23 /rVPMOVSDW xmm1/m64 {k1}{z},EVEX.128.F3.0F38.W0 23 /r,VPMOVSDW,2,0,1,0,1,0,64,EVEX
VPMOVSQW xmm1 {k1}{z},EVEX.128.F3.0F38.W0 24 /rVPMOVSQW xmm1/m32 {k1}{z},EVEX.128.F3.0F38.W0 24 /r,VPMOVSQW,2,1,1,0,1,0,0,EVEX
VPMOVSQW m32 {k1}{z},EVEX.128.F3.0F38.W0 24 /rVPMOVSQW xmm1/m32 {k1}{z},EVEX.128.F3.0F38.W0 24 /r,VPMOVSQW,2,0,1,0,1,0,32,EVEX
VPMOVSQD xmm1 {k1}{z},EVEX.128.F3.0F38.W0 25 /rVPMOVSQD xmm1/m64 {k1}{z},EVEX.128.F3.0F38.W0 25 /r,VPMOVSQD,2,1,1,0,1,0,0,EVEX
VPMOVSQD m64 {k1}{z},EVEX.128.F3.0F38.W0 25 /rVPMOVSQD xmm1/m64 {k1}{z},EVEX.128.F3.0F38.W0 25 /r,VPMOVSQD,2,0,1,0,1,0,64,EVEX
VPTESTNMB k2 {k1},EVEX.128.F3.0F38.W0 26 /rVPTESTNMB k2 {k1},EVEX.128.F3.0F38.W0 26 /r,VPTESTNMB,2,0,0,0,1,0,0,EVEX
VPTESTNMD k2 {k1},EVEX.128.F3.0F38.W0 27 /rVPTESTNMD k2 {k1},EVEX.128.F3.0F38.W0 27 /r,VPTESTNMD,2,0,0,0,1,0,0,EVEX
VPMOVM2B xmm1,EVEX.128.F3.0F38.W0 28 /rVPMOVM2B xmm1,EVEX.128.F3.0F38.W0 28 /r,VPMOVM2B,1,1,1,0,0,0,0,EVEX
VPMOVB2M k1,EVEX.128.F3.0F38.W0 29 /rVPMOVB2M k1,EVEX.128.F3.0F38.W0 29 /r,VPMOVB2M,1,0,0,0,1,0,0,EVEX
VPMOVWB xmm1 {k1}{z},EVEX.128.F3.0F38.W0 30 /rVPMOVWB xmm1/m64 {k1}{z},EVEX.128.F3.0F38.W0 30 /r,VPMOVWB,2,1,1,0,1,0,0,EVEX
VPMOVWB m64 {k1}{z},EVEX.128.F3.0F38.W0 30 /rVPMOVWB xmm1/m64 {k1}{z},EVEX.128.F3.0F38.W0 30 /r,VPMOVWB,2,0,1,0,1,0,64,EVEX
VPMOVDB xmm1 {k1}{z},EVEX.128.F3.0F38.W0 31 /rVPMOVDB xmm1/m32 {k1}{z},EVEX.128.F3.0F38.W0 31 /r,VPMOVDB,2,1,1,0,1,0,0,EVEX
VPMOVDB m32 {k1}{z},EVEX.128.F3.0F38.W0 31 /rVPMOVDB xmm1/m32 {k1}{z},EVEX.128.F3.0F38.W0 31 /r,VPMOVDB,2,0,1,0,1,0,32,EVEX
VPMOVQB xmm1 {k1}{z},EVEX.128.F3.0F38.W0 32 /rVPMOVQB xmm1/m16 {k1}{z},EVEX.128.F3.0F38.W0 32 /r,VPMOVQB,2,1,1,0,1,0,0,EVEX
VPMOVQB m16 {k1}{z},EVEX.128.F3.0F38.W0 32 /rVPMOVQB xmm1/m16 {k1}{z},EVEX.128.F3.0F38.W0 32 /r,VPMOVQB,2,0,1,0,1,16,16,EVEX
VPMOVDW xmm1 {k1}{z},EVEX.128.F3.0F38.W0 33 /rVPMOVDW xmm1/m64 {k1}{z},EVEX.128.F3.0F38.W0 33 /r,VPMOVDW,2,1,1,0,1,0,0,EVEX
VPMOVDW m64 {k1}{z},EVEX.128.F3.0F38.W0 33 /rVPMOVDW xmm1/m64 {k1}{z},EVEX.128.F3.0F38.W0 33 /r,VPMOVDW,2,0,1,0,1,0,64,EVEX
VPMOVQW xmm1 {k1}{z},EVEX.128.F3.0F38.W0 34 /rVPMOVQW xmm1/m32 {k1}{z},EVEX.128.F3.0F38.W0 34 /r,VPMOVQW,2,1,1,0,1,0,0,EVEX
VPMOVQW m32 {k1}{z},EVEX.128.F3.0F38.W0 34 /rVPMOVQW xmm1/m32 {k1}{z},EVEX.128.F3.0F38.W0 34 /r,VPMOVQW,2,0,1,0,1,0,32,EVEX
VPMOVQD xmm1 {k1}{z},EVEX.128.F3.0F38.W0 35 /rVPMOVQD xmm1/m128 {k1}{z},EVEX.128.F3.0F38.W0 35 /r,VPMOVQD,2,1,1,0,1,0,0,EVEX
VPMOVQD m128 {k1}{z},EVEX.128.F3.0F38.W0 35 /rVPMOVQD xmm1/m128 {k1}{z},EVEX.128.F3.0F38.W0 35 /r,VPMOVQD,2,0,1,0,1,0,128,EVEX
VPMOVM2D xmm1,EVEX.128.F3.0F38.W0 38 /rVPMOVM2D xmm1,EVEX.128.F3.0F38.W0 38 /r,VPMOVM2D,1,1,1,0,0,0,0,EVEX
VPMOVD2M k1,EVEX.128.F3.0F38.W0 39 /rVPMOVD2M k1,EVEX.128.F3.0F38.W0 39 /r,VPMOVD2M,1,0,0,0,1,0,0,EVEX
VPBROADCASTMW2D xmm1,EVEX.128.F3.0F38.W0 3A /rVPBROADCASTMW2D xmm1,EVEX.128.F3.0F38.W0 3A /r,VPBROADCASTMW2D,1,1,1,0,0,0,0,EVEX
VDPBF16PS xmm1{k1}{z},EVEX.128.F3.0F38.W0 52 /rVDPBF16PS xmm1{k1}{z},EVEX.128.F3.0F38.W0 52 /r,VDPBF16PS,1,1,1,0,1,0,0,EVEX
VCVTNEPS2BF16 xmm1{k1}{z},EVEX.128.F3.0F38.W0 72 /rVCVTNEPS2BF16 xmm1{k1}{z},EVEX.128.F3.0F38.W0 72 /r,VCVTNEPS2BF16,1,1,1,0,1,0,0,EVEX
EVEX.128.F3.0F38.W0 k1,EVEX.128.F3.0F38.W0 k1,,EVEX.128.F3.0F38.W0,1,0,0,0,1,0,0,NONE
EVEX.128.F3.0F38.W0 xmm1,EVEX.128.F3.0F38.W0 xmm1,,EVEX.128.F3.0F38.W0,1,1,1,0,0,0,0,NONE
EVEX.128.F3.0F38.W0 xmm2,EVEX.128.F3.0F38.W0 xmm2,,EVEX.128.F3.0F38.W0,1,1,1,0,0,0,0,NONE
EVEX.128.F3.0F38.W0 xmm2/m32bcst,EVEX.128.F3.0F38.W0 xmm2/m128/m32bcst,,EVEX.128.F3.0F38.W0,1,1,1,0,0,0,32,NONE
EVEX.128.F3.0F38.W0 m128/m32bcst,EVEX.128.F3.0F38.W0 xmm2/m128/m32bcst,,EVEX.128.F3.0F38.W0,1,0,1,0,0,0,128,NONE
EVEX.128.F3.0F38.W0 xmm3,EVEX.128.F3.0F38.W0 xmm3/m128,,EVEX.128.F3.0F38.W0,1,1,1,0,0,0,0,NONE
EVEX.128.F3.0F38.W0 m128,EVEX.128.F3.0F38.W0 xmm3/m128,,EVEX.128.F3.0F38.W0,1,0,1,0,0,0,128,NONE
EVEX.128.F3.0F38.W0 xmm3/m32bcst,EVEX.128.F3.0F38.W0 xmm3/m128/m32bcst,,EVEX.128.F3.0F38.W0,1,1,1,0,0,0,32,NONE
EVEX.128.F3.0F38.W0 m128/m32bcst,EVEX.128.F3.0F38.W0 xmm3/m128/m32bcst,,EVEX.128.F3.0F38.W0,1,0,1,0,0,0,128,NONE
VPTESTNMW k2 {k1},EVEX.128.F3.0F38.W1 26 /rVPTESTNMW k2 {k1},EVEX.128.F3.0F38.W1 26 /r,VPTESTNMW,2,0,0,0,1,0,0,EVEX
VPTESTNMQ k2 {k1},EVEX.128.F3.0F38.W1 27 /rVPTESTNMQ k2 {k1},EVEX.128.F3.0F38.W1 27 /r,VPTESTNMQ,2,0,0,0,1,0,0,EVEX
VPMOVM2W xmm1,EVEX.128.F3.0F38.W1 28 /rVPMOVM2W xmm1,EVEX.128.F3.0F38.W1 28 /r,VPMOVM2W,1,1,1,0,0,0,0,EVEX
VPMOVW2M k1,EVEX.128.F3.0F38.W1 29 /rVPMOVW2M k1,EVEX.128.F3.0F38.W1 29 /r,VPMOVW2M,1,0,0,0,1,0,0,EVEX
VPBROADCASTMB2Q xmm1,EVEX.128.F3.0F38.W1 2A /rVPBROADCASTMB2Q xmm1,EVEX.128.F3.0F38.W1 2A /r,VPBROADCASTMB2Q,1,1,1,0,0,0,0,EVEX
VPMOVM2Q xmm1,EVEX.128.F3.0F38.W1 38 /rVPMOVM2Q xmm1,EVEX.128.F3.0F38.W1 38 /r,VPMOVM2Q,1,1,1,0,0,0,0,EVEX
VPMOVQ2M k1,EVEX.128.F3.0F38.W1 39 /rVPMOVQ2M k1,EVEX.128.F3.0F38.W1 39 /r,VPMOVQ2M,1,0,0,0,1,0,0,EVEX
EVEX.128.F3.0F38.W1 k1,EVEX.128.F3.0F38.W1 k1,,EVEX.128.F3.0F38.W1,1,0,0,0,1,0,0,NONE
EVEX.128.F3.0F38.W1 xmm1,EVEX.128.F3.0F38.W1 xmm1,,EVEX.128.F3.0F38.W1,1,1,1,0,0,0,0,NONE
EVEX.128.F3.0F38.W1 xmm2,EVEX.128.F3.0F38.W1 xmm2,,EVEX.128.F3.0F38.W1,1,1,1,0,0,0,0,NONE
EVEX.128.F3.0F38.W1 xmm3,EVEX.128.F3.0F38.W1 xmm3/m128,,EVEX.128.F3.0F38.W1,1,1,1,0,0,0,0,NONE
EVEX.128.F3.0F38.W1 m128,EVEX.128.F3.0F38.W1 xmm3/m128,,EVEX.128.F3.0F38.W1,1,0,1,0,0,0,128,NONE
EVEX.128.F3.0F38.W1 xmm3/m64bcst,EVEX.128.F3.0F38.W1 xmm3/m128/m64bcst,,EVEX.128.F3.0F38.W1,1,1,1,0,0,0,64,NONE
EVEX.128.F3.0F38.W1 m128/m64bcst,EVEX.128.F3.0F38.W1 xmm3/m128/m64bcst,,EVEX.128.F3.0F38.W1,1,0,1,0,0,0,128,NONE
VCVTTPH2DQ xmm1{k1}{z},EVEX.128.F3.MAP5.W0 5B /rVCVTTPH2DQ xmm1{k1}{z},EVEX.128.F3.MAP5.W0 5B /r,VCVTTPH2DQ,1,1,1,0,1,0,0,EVEX
VCVTW2PH xmm1{k1}{z},EVEX.128.F3.MAP5.W0 7D /rVCVTW2PH xmm1{k1}{z},EVEX.128.F3.MAP5.W0 7D /r,VCVTW2PH,1,1,1,0,1,0,0,EVEX
EVEX.128.F3.MAP5.W0 xmm2/m16bcst,EVEX.128.F3.MAP5.W0 xmm2/m128/m16bcst,,EVEX.128.F3.MAP5.W0,1,1,1,0,0,16,16,NONE
EVEX.128.F3.MAP5.W0 m128/m16bcst,EVEX.128.F3.MAP5.W0 xmm2/m128/m16bcst,,EVEX.128.F3.MAP5.W0,1,0,1,0,0,16,128,NONE
EVEX.128.F3.MAP5.W0 xmm2/m16bcst,EVEX.128.F3.MAP5.W0 xmm2/m64/m16bcst,,EVEX.128.F3.MAP5.W0,1,1,1,0,0,16,16,NONE
EVEX.128.F3.MAP5.W0 m64/m16bcst,EVEX.128.F3.MAP5.W0 xmm2/m64/m16bcst,,EVEX.128.F3.MAP5.W0,1,0,1,0,0,16,64,NONE
VFMADDCPH xmm1{k1}{z},EVEX.128.F3.MAP6.W0 56 /rVFMADDCPH xmm1{k1}{z},EVEX.128.F3.MAP6.W0 56 /r,VFMADDCPH,1,1,1,0,1,0,0,EVEX
VFMULCPH xmm1{k1}{z},EVEX.128.F3.MAP6.W0 D6 /rVFMULCPH xmm1{k1}{z},EVEX.128.F3.MAP6.W0 D6 /r,VFMULCPH,1,1,1,0,1,0,0,EVEX
EVEX.128.F3.MAP6.W0 xmm2,EVEX.128.F3.MAP6.W0 xmm2,,EVEX.128.F3.MAP6.W0,1,1,1,0,0,0,0,NONE
EVEX.128.F3.MAP6.W0 xmm3/m32bcst,EVEX.128.F3.MAP6.W0 xmm3/m128/m32bcst,,EVEX.128.F3.MAP6.W0,1,1,1,0,0,0,32,NONE
EVEX.128.F3.MAP6.W0 m128/m32bcst,EVEX.128.F3.MAP6.W0 xmm3/m128/m32bcst,,EVEX.128.F3.MAP6.W0,1,0,1,0,0,0,128,NONE
EVEX.128.NP.0F3A.W0 08 /r /ibVRNDSCALEPH xmm1{k1}{z},EVEX.128.NP.0F3A.W0 08 /r /ibVRNDSCALEPH xmm1{k1}{z},,EVEX.128.NP.0F3A.W0,4,1,1,0,1,8,0,NONE
EVEX.128.NP.0F3A.W0 26 /r /ibVGETMANTPH xmm1{k1}{z},EVEX.128.NP.0F3A.W0 26 /r /ibVGETMANTPH xmm1{k1}{z},,EVEX.128.NP.0F3A.W0,4,1,1,0,1,0,0,NONE
EVEX.128.NP.0F3A.W0 56 /r /ibVREDUCEPH xmm1{k1}{z},EVEX.128.NP.0F3A.W0 56 /r /ibVREDUCEPH xmm1{k1}{z},,EVEX.128.NP.0F3A.W0,4,1,1,0,1,0,0,NONE
EVEX.128.NP.0F3A.W0 66 /r /ibVFPCLASSPH k1{k2},EVEX.128.NP.0F3A.W0 66 /r /ibVFPCLASSPH k1{k2},,EVEX.128.NP.0F3A.W0,4,0,0,0,1,8,0,NONE
EVEX.128.NP.0F3A.W0 C2 /r /ibVCMPPH k1{k2},EVEX.128.NP.0F3A.W0 C2 /r /ibVCMPPH k1{k2},,EVEX.128.NP.0F3A.W0,4,0,0,0,1,0,0,NONE
EVEX.128.NP.0F3A.W0 imm8,EVEX.128.NP.0F3A.W0 imm8,,EVEX.128.NP.0F3A.W0,1,0,1,1,0,8,8,NONE
EVEX.128.NP.0F3A.W0 xmm1/m16bcst,EVEX.128.NP.0F3A.W0 xmm1/m128/m16bcst,,EVEX.128.NP.0F3A.W0,1,1,1,0,0,16,16,NONE
EVEX.128.NP.0F3A.W0 m128/m16bcst,EVEX.128.NP.0F3A.W0 xmm1/m128/m16bcst,,EVEX.128.NP.0F3A.W0,1,0,1,0,0,16,128,NONE
EVEX.128.NP.0F3A.W0 xmm2,EVEX.128.NP.0F3A.W0 xmm2,,EVEX.128.NP.0F3A.W0,1,1,1,0,0,0,0,NONE
EVEX.128.NP.0F3A.W0 xmm2/m16bcst,EVEX.128.NP.0F3A.W0 xmm2/m128/m16bcst,,EVEX.128.NP.0F3A.W0,1,1,1,0,0,16,16,NONE
EVEX.128.NP.0F3A.W0 m128/m16bcst,EVEX.128.NP.0F3A.W0 xmm2/m128/m16bcst,,EVEX.128.NP.0F3A.W0,1,0,1,0,0,16,128,NONE
EVEX.128.NP.0F3A.W0 xmm3/m16bcst,EVEX.128.NP.0F3A.W0 xmm3/m128/m16bcst,,EVEX.128.NP.0F3A.W0,1,1,1,0,0,16,16,NONE
EVEX.128.NP.0F3A.W0 m128/m16bcst,EVEX.128.NP.0F3A.W0 xmm3/m128/m16bcst,,EVEX.128.NP.0F3A.W0,1,0,1,0,0,16,128,NONE
VSQRTPH xmm1{k1}{z},EVEX.128.NP.MAP5.W0 51 /rVSQRTPH xmm1{k1}{z},EVEX.128.NP.MAP5.W0 51 /r,VSQRTPH,1,1,1,0,1,0,0,EVEX
VADDPH xmm1{k1}{z},EVEX.128.NP.MAP5.W0 58 /rVADDPH xmm1{k1}{z},EVEX.128.NP.MAP5.W0 58 /r,VADDPH,1,1,1,0,1,0,0,EVEX
VMULPH xmm1{k1}{z},EVEX.128.NP.MAP5.W0 59 /rVMULPH xmm1{k1}{z},EVEX.128.NP.MAP5.W0 59 /r,VMULPH,1,1,1,0,1,0,0,EVEX
VCVTPH2PD xmm1{k1}{z},EVEX.128.NP.MAP5.W0 5A /rVCVTPH2PD xmm1{k1}{z},EVEX.128.NP.MAP5.W0 5A /r,VCVTPH2PD,1,1,1,0,1,0,0,EVEX
VCVTDQ2PH xmm1{k1}{z},EVEX.128.NP.MAP5.W0 5B /rVCVTDQ2PH xmm1{k1}{z},EVEX.128.NP.MAP5.W0 5B /r,VCVTDQ2PH,1,1,1,0,1,0,0,EVEX
VSUBPH xmm1{k1}{z},EVEX.128.NP.MAP5.W0 5C /rVSUBPH xmm1{k1}{z},EVEX.128.NP.MAP5.W0 5C /r,VSUBPH,1,1,1,0,1,0,0,EVEX
VMINPH xmm1{k1}{z},EVEX.128.NP.MAP5.W0 5D /rVMINPH xmm1{k1}{z},EVEX.128.NP.MAP5.W0 5D /r,VMINPH,1,1,1,0,1,0,0,EVEX
VDIVPH xmm1{k1}{z},EVEX.128.NP.MAP5.W0 5E /rVDIVPH xmm1{k1}{z},EVEX.128.NP.MAP5.W0 5E /r,VDIVPH,1,1,1,0,1,0,0,EVEX
VMAXPH xmm1{k1}{z},EVEX.128.NP.MAP5.W0 5F /rVMAXPH xmm1{k1}{z},EVEX.128.NP.MAP5.W0 5F /r,VMAXPH,1,1,1,0,1,16,0,EVEX
VCVTTPH2UDQ xmm1{k1}{z},EVEX.128.NP.MAP5.W0 78 /rVCVTTPH2UDQ xmm1{k1}{z},EVEX.128.NP.MAP5.W0 78 /r,VCVTTPH2UDQ,1,1,1,0,1,0,0,EVEX
VCVTPH2UDQ xmm1{k1}{z},EVEX.128.NP.MAP5.W0 79 /rVCVTPH2UDQ xmm1{k1}{z},EVEX.128.NP.MAP5.W0 79 /r,VCVTPH2UDQ,1,1,1,0,1,0,0,EVEX
VCVTTPH2UW xmm1{k1}{z},EVEX.128.NP.MAP5.W0 7C /rVCVTTPH2UW xmm1{k1}{z},EVEX.128.NP.MAP5.W0 7C /r,VCVTTPH2UW,1,1,1,0,1,0,0,EVEX
VCVTPH2UW xmm1{k1}{z},EVEX.128.NP.MAP5.W0 7D /rVCVTPH2UW xmm1{k1}{z},EVEX.128.NP.MAP5.W0 7D /r,VCVTPH2UW,1,1,1,0,1,0,0,EVEX
EVEX.128.NP.MAP5.W0 xmm2,EVEX.128.NP.MAP5.W0 xmm2,,EVEX.128.NP.MAP5.W0,1,1,1,0,0,0,0,NONE
EVEX.128.NP.MAP5.W0 xmm2/m16bcst,EVEX.128.NP.MAP5.W0 xmm2/m128/m16bcst,,EVEX.128.NP.MAP5.W0,1,1,1,0,0,16,16,NONE
EVEX.128.NP.MAP5.W0 m128/m16bcst,EVEX.128.NP.MAP5.W0 xmm2/m128/m16bcst,,EVEX.128.NP.MAP5.W0,1,0,1,0,0,16,128,NONE
EVEX.128.NP.MAP5.W0 xmm2/m32bcst,EVEX.128.NP.MAP5.W0 xmm2/m128/m32bcst,,EVEX.128.NP.MAP5.W0,1,1,1,0,0,0,32,NONE
EVEX.128.NP.MAP5.W0 m128/m32bcst,EVEX.128.NP.MAP5.W0 xmm2/m128/m32bcst,,EVEX.128.NP.MAP5.W0,1,0,1,0,0,0,128,NONE
EVEX.128.NP.MAP5.W0 xmm2/m16bcst,EVEX.128.NP.MAP5.W0 xmm2/m32/m16bcst,,EVEX.128.NP.MAP5.W0,1,1,1,0,0,16,16,NONE
